Timestamp,Lane ID,Vehicle Count,Avg Speed,Load (%),Incident,Weather,Signal Status,Priority Flow,Congestion Level
2025-06-03T21:05:00,Location_Intersection_2_Lane_2,63,39.39,42,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:05:00,Location_Intersection_3_Lane_1,63,43.25,42,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:05:00,Location_Intersection_3_Lane_2,79,34.21,52.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:10:00,Location_Intersection_1_Lane_1,67,40.61,44.67,FALSE,Rainy,Yellow,FALSE,Low
2025-06-03T21:10:00,Location_Intersection_1_Lane_2,65,30.03,43.33,FALSE,Rainy,Green,FALSE,Low
2025-06-03T21:10:00,Location_Intersection_2_Lane_1,47,45.7,31.33,FALSE,Rainy,Green,FALSE,Low
2025-06-03T21:10:00,Location_Intersection_2_Lane_2,64,10,50.14,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:10:00,Location_Intersection_3_Lane_1,56,10,42.51,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:10:00,Location_Intersection_3_Lane_2,51,10,43.6,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:15:00,Location_Intersection_1_Lane_1,56,10,55.73,FALSE,Clear,Red,FALSE,High
2025-06-03T21:15:00,Location_Intersection_1_Lane_2,68,57.75,45.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:15:00,Location_Intersection_2_Lane_1,63,43.36,42,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:15:00,Location_Intersection_2_Lane_2,89,45.81,59.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:15:00,Location_Intersection_3_Lane_1,76,10,63.64,FALSE,Clear,Red,FALSE,High
2025-06-03T21:15:00,Location_Intersection_3_Lane_2,93,39.27,62,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:20:00,Location_Intersection_1_Lane_1,62,10,52.91,FALSE,Clear,Red,FALSE,High
2025-06-03T21:20:00,Location_Intersection_1_Lane_2,83,10,71.32,FALSE,Clear,Red,FALSE,High
2025-06-03T21:20:00,Location_Intersection_2_Lane_1,79,51.45,52.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:20:00,Location_Intersection_2_Lane_2,96,49.96,64,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:20:00,Location_Intersection_3_Lane_1,72,38.73,48,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:20:00,Location_Intersection_3_Lane_2,68,10,62.45,FALSE,Clear,Red,FALSE,High
2025-06-03T21:25:00,Location_Intersection_1_Lane_1,85,10,63.68,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:25:00,Location_Intersection_1_Lane_2,50,39.06,33.33,FALSE,Rainy,Green,FALSE,Low
2025-06-03T21:25:00,Location_Intersection_2_Lane_1,46,42.1,30.67,FALSE,Rainy,Green,FALSE,Low
2025-06-03T21:25:00,Location_Intersection_2_Lane_2,86,10,65.57,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:25:00,Location_Intersection_3_Lane_1,55,10,53.08,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:25:00,Location_Intersection_3_Lane_2,74,10,63.67,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:30:00,Location_Intersection_1_Lane_1,84,10,74.64,FALSE,Clear,Red,FALSE,High
2025-06-03T21:30:00,Location_Intersection_1_Lane_2,96,10,70.41,FALSE,Clear,Red,FALSE,High
2025-06-03T21:30:00,Location_Intersection_2_Lane_1,95,10,81.45,FALSE,Clear,Red,FALSE,High
2025-06-03T21:30:00,Location_Intersection_2_Lane_2,59,50.95,39.33,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T21:30:00,Location_Intersection_3_Lane_1,90,40.9,60,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:30:00,Location_Intersection_3_Lane_2,80,36.74,53.33,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T21:35:00,Location_Intersection_1_Lane_1,66,10,60.64,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:35:00,Location_Intersection_1_Lane_2,71,10,59.61,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:35:00,Location_Intersection_2_Lane_1,57,10,43.95,FALSE,Rainy,Red,FALSE,High
2025-06-03T21:35:00,Location_Intersection_2_Lane_2,49,42.55,32.67,FALSE,Rainy,Yellow,FALSE,Low
2025-06-03T21:35:00,Location_Intersection_3_Lane_1,68,34.38,45.33,FALSE,Rainy,Green,FALSE,Low
2025-06-03T21:35:00,Location_Intersection_3_Lane_2,70,44.88,46.67,FALSE,Rainy,Green,FALSE,Low
2025-06-03T21:40:00,Location_Intersection_1_Lane_1,68,10,57.2,FALSE,Clear,Red,FALSE,High
2025-06-03T21:40:00,Location_Intersection_1_Lane_2,78,40.93,52,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:40:00,Location_Intersection_2_Lane_1,99,10,76.31,FALSE,Clear,Red,FALSE,High
2025-06-03T21:40:00,Location_Intersection_2_Lane_2,68,50.11,45.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:40:00,Location_Intersection_3_Lane_1,70,35.1,46.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:40:00,Location_Intersection_3_Lane_2,51,50.9,34,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:45:00,Location_Intersection_1_Lane_1,85,42.76,56.67,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T21:45:00,Location_Intersection_1_Lane_2,70,10,59.14,FALSE,Cloudy,Red,FALSE,High
2025-06-03T21:45:00,Location_Intersection_2_Lane_1,72,49.53,48,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T21:45:00,Location_Intersection_2_Lane_2,57,10,52.39,FALSE,Cloudy,Red,FALSE,High
2025-06-03T21:45:00,Location_Intersection_3_Lane_1,83,49.75,55.33,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T21:45:00,Location_Intersection_3_Lane_2,62,10,60.73,FALSE,Cloudy,Red,FALSE,High
2025-06-03T21:50:00,Location_Intersection_1_Lane_1,95,43.14,63.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:50:00,Location_Intersection_1_Lane_2,63,53.93,42,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:50:00,Location_Intersection_2_Lane_1,76,35.94,50.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:50:00,Location_Intersection_2_Lane_2,76,46.86,50.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:50:00,Location_Intersection_3_Lane_1,74,44.04,49.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:50:00,Location_Intersection_3_Lane_2,75,10,63.96,FALSE,Clear,Red,FALSE,High
2025-06-03T21:55:00,Location_Intersection_1_Lane_1,93,51.15,62,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:55:00,Location_Intersection_1_Lane_2,72,10,55.21,FALSE,Clear,Red,FALSE,High
2025-06-03T21:55:00,Location_Intersection_2_Lane_1,62,52.56,41.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T21:55:00,Location_Intersection_2_Lane_2,88,10,67.39,FALSE,Clear,Red,FALSE,High
2025-06-03T21:55:00,Location_Intersection_3_Lane_1,62,10,51.82,FALSE,Clear,Red,FALSE,High
2025-06-03T21:55:00,Location_Intersection_3_Lane_2,63,10,53.19,FALSE,Clear,Red,FALSE,High
2025-06-03T22:00:00,Location_Intersection_1_Lane_1,83,10,64.93,FALSE,Cloudy,Red,FALSE,High
2025-06-03T22:00:00,Location_Intersection_1_Lane_2,78,45.37,52,FALSE,Cloudy,Yellow,FALSE,Low
2025-06-03T22:00:00,Location_Intersection_2_Lane_1,49,49.94,32.67,FALSE,Cloudy,Yellow,FALSE,Low
2025-06-03T22:00:00,Location_Intersection_2_Lane_2,68,10,53.42,FALSE,Cloudy,Red,FALSE,High
2025-06-03T22:00:00,Location_Intersection_3_Lane_1,72,10,67.83,FALSE,Cloudy,Red,FALSE,High
2025-06-03T22:00:00,Location_Intersection_3_Lane_2,72,38.01,48,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T22:05:00,Location_Intersection_1_Lane_1,81,43.64,54,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T22:05:00,Location_Intersection_1_Lane_2,69,48.92,46,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T22:05:00,Location_Intersection_2_Lane_1,75,41.13,50,FALSE,Cloudy,Yellow,FALSE,Low
2025-06-03T22:05:00,Location_Intersection_2_Lane_2,86,46.3,57.33,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T22:05:00,Location_Intersection_3_Lane_1,74,10,66.28,FALSE,Cloudy,Red,FALSE,High
2025-06-03T22:05:00,Location_Intersection_3_Lane_2,64,43.03,42.67,FALSE,Cloudy,Green,FALSE,Low
2025-06-03T22:10:00,Location_Intersection_1_Lane_1,68,10,61.68,FALSE,Clear,Red,FALSE,High
2025-06-03T22:10:00,Location_Intersection_1_Lane_2,75,40.25,50,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:10:00,Location_Intersection_2_Lane_1,75,10,68.67,FALSE,Clear,Red,FALSE,High
2025-06-03T22:10:00,Location_Intersection_2_Lane_2,69,40.1,46,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:10:00,Location_Intersection_3_Lane_1,85,46.74,56.67,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T22:10:00,Location_Intersection_3_Lane_2,83,10,73.07,FALSE,Clear,Red,FALSE,High
2025-06-03T22:15:00,Location_Intersection_1_Lane_1,73,49.28,48.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:15:00,Location_Intersection_1_Lane_2,74,36,49.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:15:00,Location_Intersection_2_Lane_1,61,10,50.02,FALSE,Clear,Red,FALSE,High
2025-06-03T22:15:00,Location_Intersection_2_Lane_2,86,46.66,57.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:15:00,Location_Intersection_3_Lane_1,71,10,55.8,FALSE,Clear,Red,FALSE,High
2025-06-03T22:15:00,Location_Intersection_3_Lane_2,90,48.37,60,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:20:00,Location_Intersection_1_Lane_1,95,10,70.41,FALSE,Clear,Red,FALSE,High
2025-06-03T22:20:00,Location_Intersection_1_Lane_2,87,48.39,58,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T22:20:00,Location_Intersection_2_Lane_1,79,48.86,52.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:20:00,Location_Intersection_2_Lane_2,71,10,62.52,FALSE,Clear,Red,FALSE,High
2025-06-03T22:20:00,Location_Intersection_3_Lane_1,87,10,73.78,FALSE,Clear,Red,FALSE,High
2025-06-03T22:20:00,Location_Intersection_3_Lane_2,83,42.37,55.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:25:00,Location_Intersection_1_Lane_1,52,31.87,34.67,FALSE,Rainy,Yellow,FALSE,Low
2025-06-03T22:25:00,Location_Intersection_1_Lane_2,51,10,44.83,FALSE,Rainy,Red,FALSE,High
2025-06-03T22:25:00,Location_Intersection_2_Lane_1,60,27.37,40,FALSE,Rainy,Green,FALSE,Low
2025-06-03T22:25:00,Location_Intersection_2_Lane_2,73,36.08,48.67,FALSE,Rainy,Yellow,FALSE,Low
2025-06-03T22:25:00,Location_Intersection_3_Lane_1,82,35.33,54.67,FALSE,Rainy,Green,FALSE,Low
2025-06-03T22:25:00,Location_Intersection_3_Lane_2,56,32.14,37.33,FALSE,Rainy,Yellow,FALSE,Low
2025-06-03T22:30:00,Location_Intersection_1_Lane_1,66,10,59.25,FALSE,Rainy,Red,FALSE,High
2025-06-03T22:30:00,Location_Intersection_1_Lane_2,70,43.14,46.67,FALSE,Rainy,Green,FALSE,Low
2025-06-03T22:30:00,Location_Intersection_2_Lane_1,73,10,64.14,FALSE,Rainy,Red,FALSE,High
2025-06-03T22:30:00,Location_Intersection_2_Lane_2,73,29.87,48.67,FALSE,Rainy,Green,FALSE,Low
2025-06-03T22:30:00,Location_Intersection_3_Lane_1,59,45.48,39.33,FALSE,Rainy,Green,FALSE,Low
2025-06-03T22:30:00,Location_Intersection_3_Lane_2,70,45.49,46.67,FALSE,Rainy,Green,FALSE,Low
2025-06-03T22:35:00,Location_Intersection_1_Lane_1,64,52.52,42.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:35:00,Location_Intersection_1_Lane_2,87,45.94,58,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:35:00,Location_Intersection_2_Lane_1,92,54.37,61.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:35:00,Location_Intersection_2_Lane_2,57,10,44.99,FALSE,Clear,Red,FALSE,High
2025-06-03T22:35:00,Location_Intersection_3_Lane_1,80,6.98,75.95,TRUE,Clear,Green,FALSE,High
2025-06-03T22:35:00,Location_Intersection_3_Lane_2,84,37.03,56,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T22:40:00,Location_Intersection_1_Lane_1,59,43.53,39.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:40:00,Location_Intersection_1_Lane_2,69,48.89,46,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:40:00,Location_Intersection_2_Lane_1,85,37.15,56.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:40:00,Location_Intersection_2_Lane_2,87,46.07,58,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:40:00,Location_Intersection_3_Lane_1,74,10,58.65,FALSE,Clear,Red,FALSE,High
2025-06-03T22:40:00,Location_Intersection_3_Lane_2,66,50.86,44,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:45:00,Location_Intersection_1_Lane_1,63,43.43,42,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T22:45:00,Location_Intersection_1_Lane_2,72,40.43,48,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:45:00,Location_Intersection_2_Lane_1,63,10,52.32,FALSE,Clear,Red,FALSE,High
2025-06-03T22:45:00,Location_Intersection_2_Lane_2,85,51.45,56.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:45:00,Location_Intersection_3_Lane_1,67,46.45,44.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:45:00,Location_Intersection_3_Lane_2,95,10,76.7,FALSE,Clear,Red,FALSE,High
2025-06-03T22:50:00,Location_Intersection_1_Lane_1,97,36.64,64.67,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T22:50:00,Location_Intersection_1_Lane_2,76,33.92,50.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:50:00,Location_Intersection_2_Lane_1,59,55.05,39.33,FALSE,Clear,Yellow,FALSE,Low
2025-06-03T22:50:00,Location_Intersection_2_Lane_2,79,42.93,52.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:50:00,Location_Intersection_3_Lane_1,90,10,73.05,FALSE,Clear,Red,FALSE,High
2025-06-03T22:50:00,Location_Intersection_3_Lane_2,75,45.53,50,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:55:00,Location_Intersection_1_Lane_1,78,44.66,52,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:55:00,Location_Intersection_1_Lane_2,59,49.93,39.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:55:00,Location_Intersection_2_Lane_1,54,10,53.43,FALSE,Clear,Red,FALSE,High
2025-06-03T22:55:00,Location_Intersection_2_Lane_2,67,45.34,44.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T22:55:00,Location_Intersection_3_Lane_1,77,2.93,90.24,TRUE,Clear,Red,FALSE,High
2025-06-03T22:55:00,Location_Intersection_3_Lane_2,81,43.46,54,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:00:00,Location_Intersection_1_Lane_1,61,10,49.16,FALSE,Clear,Red,FALSE,High
2025-06-03T23:00:00,Location_Intersection_1_Lane_2,58,52.83,38.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:00:00,Location_Intersection_2_Lane_1,55,44.49,36.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:00:00,Location_Intersection_2_Lane_2,77,10,56.42,FALSE,Clear,Red,FALSE,High
2025-06-03T23:00:00,Location_Intersection_3_Lane_1,86,40.26,57.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:00:00,Location_Intersection_3_Lane_2,93,40.39,62,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:05:00,Location_Intersection_1_Lane_1,72,10,56.77,FALSE,Clear,Red,FALSE,High
2025-06-03T23:05:00,Location_Intersection_1_Lane_2,98,41.82,65.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:05:00,Location_Intersection_2_Lane_1,54,10,42.94,FALSE,Clear,Red,FALSE,High
2025-06-03T23:05:00,Location_Intersection_2_Lane_2,85,40.01,56.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:05:00,Location_Intersection_3_Lane_1,74,10,64.73,FALSE,Clear,Red,FALSE,High
2025-06-03T23:05:00,Location_Intersection_3_Lane_2,93,10,73.29,FALSE,Clear,Red,FALSE,High
2025-06-03T23:10:00,Location_Intersection_1_Lane_1,88,44.7,58.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:10:00,Location_Intersection_1_Lane_2,77,10,64.63,FALSE,Clear,Red,FALSE,High
2025-06-03T23:10:00,Location_Intersection_2_Lane_1,96,10,74.34,FALSE,Clear,Red,FALSE,High
2025-06-03T23:10:00,Location_Intersection_2_Lane_2,67,54.96,44.67,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:10:00,Location_Intersection_3_Lane_1,83,37.1,55.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:10:00,Location_Intersection_3_Lane_2,75,52.36,50,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:15:00,Location_Intersection_1_Lane_1,63,10,54.38,FALSE,Clear,Red,FALSE,High
2025-06-03T23:15:00,Location_Intersection_1_Lane_2,90,10,74.73,FALSE,Clear,Red,FALSE,High
2025-06-03T23:15:00,Location_Intersection_2_Lane_1,71,48.72,47.33,FALSE,Clear,Green,FALSE,Low
2025-06-03T23:15:00,Location_Intersection_2_Lane_2,75,10,64.94,FALSE,Clear,Red,FALSE,High
